,dia_semana,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo
914,segunda-feira,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não
915,domingo,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não
916,domingo,Condutor usando celular,Colisão traseira,Sem Vítimas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Não
917,sábado,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de vias,Sim
918,sábado,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não
919,quinta-feira,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim
920,terça-feira,Demais falhas mecânicas ou elétricas,Eventos atípicos,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não
921,terça-feira,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Reta,Não
922,quarta-feira,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Amanhecer,Decrescente,Nublado,Dupla,Não Informado,Sim
923,quarta-feira,Demais falhas mecânicas ou elétricas,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim
924,domingo,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim
925,sexta-feira,Velocidade Incompatível,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Interseção de vias,Sim
926,quarta-feira,Retorno proibido,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim
927,quarta-feira,Condutor deixou de manter distância do veículo da frente,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim
928,sábado,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Não Informado,Não
929,quinta-feira,Acesso irregular,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Interseção de vias,Sim
930,quarta-feira,Conversão proibida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não
931,segunda-feira,Demais falhas mecânicas ou elétricas,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não
932,segunda-feira,Objeto estático sobre o leito carroçável,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva,Não
933,sábado,Ingestão de álcool pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Curva,Sim
934,sexta-feira,Condutor deixou de manter distância do veículo da frente,Engavetamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não
935,quarta-feira,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de vias,Não
936,sexta-feira,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim
937,quinta-feira,Reação tardia ou ineficiente do condutor,Tombamento,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Reta,Não
938,sábado,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim
939,domingo,Entrada inopinada do pedestre,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim
940,quarta-feira,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim
941,quarta-feira,Animais na Pista,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Dupla,Reta,Não
942,quinta-feira,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Reta,Não
943,quinta-feira,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim
944,terça-feira,Animais na Pista,Atropelamento de Animal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não
945,terça-feira,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim
946,quinta-feira,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Não Informado,Sim
947,terça-feira,Conversão proibida,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Interseção de vias,Não
948,quarta-feira,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim
949,terça-feira,Demais falhas mecânicas ou elétricas,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim
950,terça-feira,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Sim
951,sábado,Pista esburacada,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não
952,sábado,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não
953,segunda-feira,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Rotatória,Sim
954,sexta-feira,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não
955,sexta-feira,Ingestão de álcool pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não
956,quinta-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim
957,segunda-feira,Acesso irregular,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não
958,quinta-feira,Reação tardia ou ineficiente do condutor,Tombamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não
959,quarta-feira,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim
960,quarta-feira,Afundamento ou ondulação no pavimento,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim
961,sábado,Ingestão de álcool pelo condutor,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta,Não
962,sábado,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Chuva,Múltipla,Reta,Sim
963,segunda-feira,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Não Informado,Não
964,sexta-feira,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Anoitecer,Crescente,Nublado,Simples,Curva,Sim
965,domingo,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Interseção de vias,Sim
966,sábado,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim
967,sábado,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Interseção de vias,Sim
968,domingo,Ingestão de álcool ou de substâncias psicoativas pelo pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim
969,terça-feira,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Múltipla,Interseção de vias,Sim
970,domingo,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Curva,Não
971,terça-feira,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim
972,quinta-feira,Ausência de reação do condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não
973,quinta-feira,Demais falhas mecânicas ou elétricas,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não
974,segunda-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Não Informado,Não
975,sábado,Carga excessiva e/ou mal acondicionada,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim
976,quarta-feira,Frear bruscamente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim
977,quarta-feira,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Não Informado,Sim
978,quinta-feira,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não
979,sábado,Objeto estático sobre o leito carroçável,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim
980,terça-feira,Trafegar com motocicleta (ou similar) entre as faixas,Colisão traseira,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Reta,Sim
981,sábado,Ingestão de álcool pelo condutor,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Sim
982,sábado,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não
983,sábado,Sinalização mal posicionada,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,Não
984,quinta-feira,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Não Informado,Não
985,terça-feira,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não
986,quinta-feira,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não
987,sábado,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Retorno Regulamentado,Sim
988,domingo,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não
989,sábado,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Sim
990,terça-feira,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Não Informado,Sim
991,segunda-feira,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Dupla,Rotatória,Não
992,quinta-feira,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não
993,sexta-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim
994,terça-feira,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não
995,segunda-feira,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Não Informado,Sim
996,sexta-feira,Transitar no acostamento,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Reta,Sim
997,terça-feira,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim
998,quinta-feira,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não
999,segunda-feira,Velocidade Incompatível,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim
1000,terça-feira,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Desvio Temporário,Não
1001,terça-feira,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não
1002,sábado,Manobra de mudança de faixa,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não
1003,domingo,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Não
1004,quinta-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Não Informado,Não
1005,sábado,Reação tardia ou ineficiente do condutor,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim
1006,sexta-feira,Ingestão de álcool pelo condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Sim
1007,quarta-feira,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim
1008,sábado,Velocidade Incompatível,Colisão com objeto,Sem Vítimas,Amanhecer,Decrescente,Céu Claro,Simples,Retorno Regulamentado,Sim
1009,domingo,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Não Informado,Não
1010,quarta-feira,Ultrapassagem Indevida,Colisão frontal,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não
1011,terça-feira,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não
1012,quinta-feira,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não
1013,sexta-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim
1014,quinta-feira,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,Não
1015,terça-feira,Ausência de reação do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,Não
1016,quinta-feira,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim
1017,sexta-feira,Ingestão de álcool pelo condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim
1018,segunda-feira,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim
1019,sexta-feira,Ingestão de álcool pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim
1020,sexta-feira,Acessar a via sem observar a presença dos outros veículos,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim
1021,segunda-feira,Ingestão de álcool pelo condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,Não
1022,sábado,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não
1023,sábado,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não
1024,sexta-feira,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Curva,Não
1025,quinta-feira,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não
1026,terça-feira,Condutor deixou de manter distância do veículo da frente,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Curva,Não
1027,quarta-feira,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não
1028,domingo,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim
1029,sexta-feira,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Reta,Sim
1030,quinta-feira,Acessar a via sem observar a presença dos outros veículos,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Reta,Sim
1031,sábado,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Vento,Múltipla,Não Informado,Sim
1032,terça-feira,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Não Informado,Não
1033,domingo,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Não Informado,Sim
1034,sábado,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim
1035,segunda-feira,Conversão proibida,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Chuva,Dupla,Reta,Não
1036,sexta-feira,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não
1037,sexta-feira,Condutor deixou de manter distância do veículo da frente,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não
1038,sexta-feira,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim
1039,terça-feira,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não
1040,quinta-feira,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Não
1041,sexta-feira,Reação tardia ou ineficiente do condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim
1042,quinta-feira,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,Não
1043,sexta-feira,Deficiência do Sistema de Iluminação/Sinalização,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Não
1044,sexta-feira,Acumulo de areia ou detritos sobre o pavimento,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Viaduto,Sim
1045,sábado,Modificação proibida,Colisão lateral mesmo sentido,Sem Vítimas,Plena Noite,Não Informado,Nublado,Dupla,Reta,Sim
1046,quinta-feira,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim
1047,sábado,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Nublado,Simples,Curva,Não
1048,segunda-feira,Pista Escorregadia,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Curva,Não
1049,sábado,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Não Informado,Não
1050,sábado,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Não
1051,sábado,Ausência de reação do condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim
1052,terça-feira,Avarias e/ou desgaste excessivo no pneu,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim
1053,sexta-feira,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Interseção de vias,Sim
1054,sábado,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Anoitecer,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim
1055,quarta-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Interseção de vias,Sim
1056,terça-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Não Informado,Não
1057,quinta-feira,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Simples,Reta,Não
1058,domingo,Ingestão de álcool pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não
1059,sábado,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não
1060,quarta-feira,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não
1061,sábado,Ingestão de álcool pelo condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Não
1062,sexta-feira,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Sim
1063,domingo,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,Não
1064,quarta-feira,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Viaduto,Não
1065,quarta-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim
1066,segunda-feira,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Nevoeiro/Neblina,Dupla,Reta,Não
1067,sexta-feira,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim
1068,domingo,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Reta,Não
1069,domingo,Ausência de reação do condutor,Engavetamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não
1070,quinta-feira,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim
1071,quarta-feira,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Rotatória,Sim
1072,sexta-feira,Demais Fenômenos da natureza,Eventos atípicos,Sem Vítimas,Pleno dia,Crescente,Chuva,Simples,Reta,Sim
1073,quarta-feira,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim
1074,quinta-feira,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Ponte,Sim
1075,sábado,Pista em desnível,Queda de ocupante de veículo,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não
1076,sábado,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Retorno Regulamentado,Sim
1077,sábado,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não
1078,terça-feira,Velocidade Incompatível,Capotamento,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim
1079,sexta-feira,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não
1080,sábado,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Viaduto,Sim
1081,sexta-feira,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Não
1082,sábado,Ingestão de álcool pelo condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não
1083,segunda-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Curva,Não
1084,sábado,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim
1085,sexta-feira,Demais falhas mecânicas ou elétricas,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Não
1086,quarta-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim
1087,quinta-feira,Trafegar com motocicleta (ou similar) entre as faixas,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Ponte,Sim
1088,terça-feira,Manobra de mudança de faixa,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim
1089,domingo,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Não
1090,quarta-feira,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Curva,Não
1091,quarta-feira,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Não
1092,terça-feira,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não
1093,sábado,Acesso irregular,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Ignorado,Simples,Reta,Sim
1094,domingo,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não
